month,project_code,project_name,category,spatial_scope,atoll,island,join_key,amount_mvr,cumulative_project_mvr,unmapped_reason
2019-02-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,8326307.51,8326307.51,No valid atoll.island pattern found in project title.
2019-03-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,3804124.97,12130432.48,No valid atoll.island pattern found in project title.
2019-04-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,8056414.56,20186847.04,No valid atoll.island pattern found in project title.
2019-05-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,7460928.01,27647775.05,No valid atoll.island pattern found in project title.
2019-06-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,7027705.0,34675480.05,No valid atoll.island pattern found in project title.
2019-07-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,715266.44,35390746.49,No valid atoll.island pattern found in project title.
2019-08-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,2789361.05,38180107.54,No valid atoll.island pattern found in project title.
2019-09-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,2323093.08,40503200.62,No valid atoll.island pattern found in project title.
2019-10-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,13385269.28,53888469.9,No valid atoll.island pattern found in project title.
2019-11-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,3153143.59,57041613.49,No valid atoll.island pattern found in project title.
2019-12-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,2824621.74,59866235.23,No valid atoll.island pattern found in project title.
2020-01-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,195154.48,60061389.71,No valid atoll.island pattern found in project title.
2020-02-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,745928.32,60807318.03,No valid atoll.island pattern found in project title.
2020-03-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,6688877.55,67496195.58,No valid atoll.island pattern found in project title.
2020-04-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,1389983.99,68886179.57,No valid atoll.island pattern found in project title.
2020-05-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,741425.91,69627605.48,No valid atoll.island pattern found in project title.
2020-06-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,3591127.71,73218733.19,No valid atoll.island pattern found in project title.
2020-07-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,1879483.96,75098217.15,No valid atoll.island pattern found in project title.
2020-08-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,1061979.81,76160196.96,No valid atoll.island pattern found in project title.
2020-09-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,325313.12,76485510.08,No valid atoll.island pattern found in project title.
2020-10-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,3954494.75,80440004.83,No valid atoll.island pattern found in project title.
2020-11-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,1754314.18,82194319.01,No valid atoll.island pattern found in project title.
2020-12-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,46450.91,82240769.92,No valid atoll.island pattern found in project title.
2021-01-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,1012251.91,83253021.83,No valid atoll.island pattern found in project title.
2021-02-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,8538510.7,91791532.53,No valid atoll.island pattern found in project title.
2021-03-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,7955951.66,99747484.19,No valid atoll.island pattern found in project title.
2021-04-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,350126.24,100097610.43,No valid atoll.island pattern found in project title.
2021-05-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,1295994.0,101393604.43,No valid atoll.island pattern found in project title.
2021-06-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,1796991.41,103190595.84,No valid atoll.island pattern found in project title.
2021-07-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,437286.11,103627881.95,No valid atoll.island pattern found in project title.
2021-08-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,2385376.12,106013258.07,No valid atoll.island pattern found in project title.
2021-09-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,876562.17,106889820.24,No valid atoll.island pattern found in project title.
2021-10-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,231522.83,107121343.07,No valid atoll.island pattern found in project title.
2021-11-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,794604.99,107915948.06,No valid atoll.island pattern found in project title.
2021-12-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,10305.87,107926253.93,No valid atoll.island pattern found in project title.
2022-01-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,22681.75,107948935.68,No valid atoll.island pattern found in project title.
2022-02-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,3060237.01,111009172.69,No valid atoll.island pattern found in project title.
2022-03-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,898512.68,111907685.37,No valid atoll.island pattern found in project title.
2022-04-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,858786.6,112766471.97,No valid atoll.island pattern found in project title.
2022-05-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,256518.84,113022990.81,No valid atoll.island pattern found in project title.
2022-06-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,52914.0,113075904.81,No valid atoll.island pattern found in project title.
2022-07-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,29801.84,113105706.65,No valid atoll.island pattern found in project title.
2022-08-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,29796.8,113135503.45,No valid atoll.island pattern found in project title.
2022-09-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,29804.5,113165307.95,No valid atoll.island pattern found in project title.
2022-10-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,7581968.28,120747276.23,No valid atoll.island pattern found in project title.
2022-11-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,29788.4,120777064.63,No valid atoll.island pattern found in project title.
2022-12-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,383985.92,121161050.55,No valid atoll.island pattern found in project title.
2023-01-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,2189952.51,123351003.06,No valid atoll.island pattern found in project title.
2023-02-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,81302.92,123432305.98,No valid atoll.island pattern found in project title.
2023-03-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,141235.34,123573541.32,No valid atoll.island pattern found in project title.
2023-04-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,37000.55,123610541.87,No valid atoll.island pattern found in project title.
2023-05-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,29804.5,123640346.37,No valid atoll.island pattern found in project title.
2023-06-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,29800.02,123670146.39,No valid atoll.island pattern found in project title.
2023-07-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,81322.17,123751468.56,No valid atoll.island pattern found in project title.
2023-08-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,29808.0,123781276.56,No valid atoll.island pattern found in project title.
2023-09-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,29802.26,123811078.82,No valid atoll.island pattern found in project title.
2023-10-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,29785.25,123840864.07,No valid atoll.island pattern found in project title.
2023-11-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,35782.45,123876646.52,No valid atoll.island pattern found in project title.
2023-12-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,29749.55,123906396.07,No valid atoll.island pattern found in project title.
2024-04-01,P-SAN028-001,"Prov.WaterSupply,Sani.&WasteMgmt-OFID-P2",Water and sewerage,multi_location,S,ani,S.ani,855728.52,124762124.59,No valid atoll.island pattern found in project title.
2020-03-01,P-WAS013-001,Water and Sewerage System -Angolhitheemu,Water and sewerage,single_island,S,ewerage,S.ewerage,2936555.1,2936555.1,No valid atoll.island pattern found in project title.
2020-05-01,P-WAS013-001,Water and Sewerage System -Angolhitheemu,Water and sewerage,single_island,S,ewerage,S.ewerage,816200.0,3752755.1,No valid atoll.island pattern found in project title.
2020-12-01,P-WAS013-001,Water and Sewerage System -Angolhitheemu,Water and sewerage,single_island,S,ewerage,S.ewerage,1183490.0,4936245.1,No valid atoll.island pattern found in project title.
2021-08-01,P-WAS013-001,Water and Sewerage System -Angolhitheemu,Water and sewerage,single_island,S,ewerage,S.ewerage,2856201.52,7792446.62,No valid atoll.island pattern found in project title.
2022-03-01,P-WAS013-001,Water and Sewerage System -Angolhitheemu,Water and sewerage,single_island,S,ewerage,S.ewerage,1667204.25,9459650.87,No valid atoll.island pattern found in project title.
2022-08-01,P-WAS013-001,Water and Sewerage System -Angolhitheemu,Water and sewerage,single_island,S,ewerage,S.ewerage,449171.03,9908821.9,No valid atoll.island pattern found in project title.
2022-12-01,P-WAS013-001,Water and Sewerage System -Angolhitheemu,Water and sewerage,single_island,S,ewerage,S.ewerage,739133.76,10647955.66,No valid atoll.island pattern found in project title.
2023-04-01,P-WAS013-001,Water and Sewerage System -Angolhitheemu,Water and sewerage,single_island,S,ewerage,S.ewerage,954382.0,11602337.66,No valid atoll.island pattern found in project title.
2019-12-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,88035.12,88035.12,No valid atoll.island pattern found in project title.
2020-05-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,199546.27,287581.39,No valid atoll.island pattern found in project title.
2021-05-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,224489.56,512070.95,No valid atoll.island pattern found in project title.
2021-12-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,80984.69,593055.64,No valid atoll.island pattern found in project title.
2022-03-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,2820175.97,3413231.61,No valid atoll.island pattern found in project title.
2022-05-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,97761.64,3510993.25,No valid atoll.island pattern found in project title.
2022-06-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,1740.0,3512733.25,No valid atoll.island pattern found in project title.
2022-07-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,24197.32,3536930.57,No valid atoll.island pattern found in project title.
2022-08-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,2820175.97,6357106.54,No valid atoll.island pattern found in project title.
2022-09-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,123931.14,6481037.68,No valid atoll.island pattern found in project title.
2022-10-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,59422.84,6540460.52,No valid atoll.island pattern found in project title.
2022-11-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,2941565.67,9482026.19,No valid atoll.island pattern found in project title.
2022-12-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,2820175.97,12302202.16,No valid atoll.island pattern found in project title.
2023-01-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,59422.85,12361625.01,No valid atoll.island pattern found in project title.
2023-02-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,61840.03,12423465.04,No valid atoll.island pattern found in project title.
2023-03-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,95076.71,12518541.75,No valid atoll.island pattern found in project title.
2023-04-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,151360.08,12669901.83,No valid atoll.island pattern found in project title.
2023-05-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,20000.0,12689901.83,No valid atoll.island pattern found in project title.
2023-07-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,151360.08,12841261.91,No valid atoll.island pattern found in project title.
2023-08-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,75680.04,12916941.95,No valid atoll.island pattern found in project title.
2023-09-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,82400.04,12999341.99,No valid atoll.island pattern found in project title.
2023-10-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,75680.04,13075022.03,No valid atoll.island pattern found in project title.
2023-11-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,55943.29,13130965.32,No valid atoll.island pattern found in project title.
2024-02-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,2873386.83,16004352.15,No valid atoll.island pattern found in project title.
2024-03-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,75680.04,16080032.19,No valid atoll.island pattern found in project title.
2024-11-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,454080.24,16534112.43,No valid atoll.island pattern found in project title.
2024-12-01,P-WAS031-001,Water and Sewerage System - Kunburudhoo,Water and sewerage,multi_location,S; K,ewerage; unburudhoo,S.ewerage; K.unburudhoo,75680.04,16609792.47,No valid atoll.island pattern found in project title.
2019-06-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,5723395.47,5723395.47,No valid atoll.island pattern found in project title.
2020-03-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,1410648.68,7134044.15,No valid atoll.island pattern found in project title.
2020-05-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,2465244.2,9599288.35,No valid atoll.island pattern found in project title.
2021-02-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,2176997.14,11776285.49,No valid atoll.island pattern found in project title.
2021-06-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,963764.67,12740050.16,No valid atoll.island pattern found in project title.
2021-08-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,2340998.61,15081048.77,No valid atoll.island pattern found in project title.
2021-09-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,2736183.7,17817232.47,No valid atoll.island pattern found in project title.
2021-11-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,785554.98,18602787.45,No valid atoll.island pattern found in project title.
2021-12-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,3241334.95,21844122.4,No valid atoll.island pattern found in project title.
2022-02-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,994870.15,22838992.55,No valid atoll.island pattern found in project title.
2022-05-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,793871.37,23632863.92,No valid atoll.island pattern found in project title.
2022-06-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,1690623.44,25323487.36,No valid atoll.island pattern found in project title.
2022-08-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,736290.79,26059778.15,No valid atoll.island pattern found in project title.
2022-09-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,771801.16,26831579.31,No valid atoll.island pattern found in project title.
2022-10-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,3304803.98,30136383.29,No valid atoll.island pattern found in project title.
2023-01-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,2487709.46,32624092.75,No valid atoll.island pattern found in project title.
2023-03-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,1516867.04,34140959.79,No valid atoll.island pattern found in project title.
2023-05-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,10320.0,34151279.79,No valid atoll.island pattern found in project title.
2023-07-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,11478.0,34162757.79,No valid atoll.island pattern found in project title.
2023-08-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,817444.29,34980202.08,No valid atoll.island pattern found in project title.
2023-12-01,P-WAS045-001,Water and Sewerage System -Kanduhulhudoo,Water and sewerage,multi_location,S; K,ewerage; anduhulhudoo,S.ewerage; K.anduhulhudoo,4487.4,34984689.48,No valid atoll.island pattern found in project title.
2019-12-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,102707.64,102707.64,No valid atoll.island pattern found in project title.
2020-05-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,232803.99,335511.63,No valid atoll.island pattern found in project title.
2021-05-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,261904.48,597416.11,No valid atoll.island pattern found in project title.
2021-10-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,87301.49,684717.6,No valid atoll.island pattern found in project title.
2022-04-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,4321265.68,5005983.28,No valid atoll.island pattern found in project title.
2022-05-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,101439.22,5107422.5,No valid atoll.island pattern found in project title.
2022-07-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,40954.48,5148376.98,No valid atoll.island pattern found in project title.
2022-09-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,4437205.36,9585582.34,No valid atoll.island pattern found in project title.
2022-10-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,4379235.52,13964817.86,No valid atoll.island pattern found in project title.
2022-11-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,115939.67,14080757.53,No valid atoll.island pattern found in project title.
2022-12-01,P-WAS050-001,Water and Sewerage Network -Hirimaradhoo,Water and sewerage,single_island,S,ewerage Network,S.ewerage Network,4321265.68,18402023.21,No valid atoll.island pattern found in project title.
